Sequence  | Address         | Length  | Uri                                                                                                           | OpSig                                                                                                         | Data
13        | 7ff7c85bb110h   | 135     | hex://intrinsics/dinxfp?vand#vand_(v256x32f,v256x32f)                                                         | Vector256<float> vand(Vector256<float> x, Vector256<float> y)                                                 | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 54 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 60 34 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 54 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 d0 34 8a c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 55 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
14        | 7ff7c85bb140h   | 87      | hex://intrinsics/dinxfp?vand#vand_(v256x64f,v256x64f)                                                         | Vector256<double> vand(Vector256<double> x, Vector256<double> y)                                              | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 54 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 d0 34 8a c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 55 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
15        | 7ff7c85bb170h   | 39      | hex://intrinsics/dinxfp?vandnot#vandnot_(v128x32f,v128x32f)                                                   | Vector128<float> vandnot(Vector128<float> x, Vector128<float> y)                                              | c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 55 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
16        | 7ff7c85bb1a0h   | 39      | hex://intrinsics/dinxfp?vandnot#vandnot_(v128x64f,v128x64f)                                                   | Vector128<double> vandnot(Vector128<double> x, Vector128<double> y)                                           | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 55 02 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
17        | 7ff7c85bb1d0h   | 147     | hex://intrinsics/dinxfp?vandnot#vandnot_(v256x32f,v256x32f)                                                   | Vector256<float> vandnot(Vector256<float> x, Vector256<float> y)                                              | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fc 55 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 20 36 8a c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 55 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 78 36 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f8 57 c0 c5 f0 57 c9 c5 f8 c2 c1 00 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
18        | 7ff7c85bb200h   | 99      | hex://intrinsics/dinxfp?vandnot#vandnot_(v256x64f,v256x64f)                                                   | Vector256<double> vandnot(Vector256<double> x, Vector256<double> y)                                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd 55 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 78 36 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f8 57 c0 c5 f0 57 c9 c5 f8 c2 c1 00 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
19        | 7ff7c85bb230h   | 51      | hex://intrinsics/dinxfp?vxor1#vxor1_(v128x32f)                                                                | Vector128<float> vxor1(Vector128<float> x)                                                                    | c5 f8 77 66 90 c5 f8 57 c0 c5 f0 57 c9 c5 f8 c2 c1 00 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
20        | 7ff7c85bb270h   | 51      | hex://intrinsics/dinxfp?vxor1#vxor1_(v128x64f)                                                                | Vector128<double> vxor1(Vector128<double> x)                                                                  | c5 f8 77 66 90 c5 f8 57 c0 c5 f0 57 c9 c5 f9 c2 c1 00 c5 f9 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
21        | 7ff7c85bb2b0h   | 55      | hex://intrinsics/dinxfp?vxor1#vxor1_(v256x32f)                                                                | Vector256<float> vxor1(Vector256<float> x)                                                                    | c5 f8 77 66 90 c5 fc 57 c0 c5 f4 57 c9 c5 fc c2 c1 00 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
22        | 7ff7c85bb2f0h   | 55      | hex://intrinsics/dinxfp?vxor1#vxor1_(v256x64f)                                                                | Vector256<double> vxor1(Vector256<double> x)                                                                  | c5 f8 77 66 90 c5 fc 57 c0 c5 f4 57 c9 c5 fd c2 c1 00 c5 fd 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
23        | 7ff7c85bb330h   | 51      | hex://intrinsics/dinxfp?vxnor#vxnor_(v128x32f,v128x32f)                                                       | Vector128<float> vxnor(Vector128<float> x, Vector128<float> y)                                                | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f8 c2 c8 00 c5 f8 57 c1 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
24        | 7ff7c85bb370h   | 51      | hex://intrinsics/dinxfp?vxnor#vxnor_(v128x64f,v128x64f)                                                       | Vector128<double> vxnor(Vector128<double> x, Vector128<double> y)                                             | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 57 00 c5 f9 c2 c8 00 c5 f9 57 c1 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
25        | 7ff7c85bb3b0h   | 55      | hex://intrinsics/dinxfp?vxnor#vxnor_(v256x32f,v256x32f)                                                       | Vector256<float> vxnor(Vector256<float> x, Vector256<float> y)                                                | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 57 00 c5 fc c2 c8 00 c5 fc 57 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
26        | 7ff7c85bb3f0h   | 55      | hex://intrinsics/dinxfp?vxnor#vxnor_(v256x64f,v256x64f)                                                       | Vector256<double> vxnor(Vector256<double> x, Vector256<double> y)                                             | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd c2 c8 00 c5 fd 57 c1 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
27        | 7ff7c85bb430h   | 147     | hex://intrinsics/dinxfp?vnot#vnot_(v128x32f)                                                                  | Vector128<float> vnot(Vector128<float> src)                                                                   | c5 f8 77 66 90 c5 f9 10 02 c5 f8 c2 02 00 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 90 39 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c5 f9 c2 02 00 c5 f9 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 e8 39 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c5 fc c2 02 00 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
28        | 7ff7c85bb460h   | 99      | hex://intrinsics/dinxfp?vnot#vnot_(v128x64f)                                                                  | Vector128<double> vnot(Vector128<double> src)                                                                 | c5 f8 77 66 90 c5 f9 10 02 c5 f9 c2 02 00 c5 f9 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 e8 39 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c5 fc c2 02 00 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
29        | 7ff7c85bb490h   | 51      | hex://intrinsics/dinxfp?vnot#vnot_(v256x32f)                                                                  | Vector256<float> vnot(Vector256<float> src)                                                                   | c5 f8 77 66 90 c5 fd 10 02 c5 fc c2 02 00 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
30        | 7ff7c85bb4d0h   | 51      | hex://intrinsics/dinxfp?vnot#vnot_(v256x64f)                                                                  | Vector256<double> vnot(Vector256<double> src)                                                                 | c5 f8 77 66 90 c5 fd 10 02 c5 fd c2 02 00 c5 fd 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
31        | 7ff7c85bb510h   | 39      | hex://intrinsics/dinxfp?vxor#vxor_(v128x32f,v128x32f)                                                         | Vector128<float> vxor(Vector128<float> lhs, Vector128<float> rhs)                                             | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
32        | 7ff7c85bb540h   | 39      | hex://intrinsics/dinxfp?vxor#vxor_(v128x64f,v128x64f)                                                         | Vector128<double> vxor(Vector128<double> lhs, Vector128<double> rhs)                                          | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
33        | 7ff7c85bb570h   | 135     | hex://intrinsics/dinxfp?vxor#vxor_(v256x32f,v256x32f)                                                         | Vector256<float> vxor(Vector256<float> lhs, Vector256<float> rhs)                                             | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 a0 3b 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 3b 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
34        | 7ff7c85bb5a0h   | 87      | hex://intrinsics/dinxfp?vxor#vxor_(v256x64f,v256x64f)                                                         | Vector256<double> vxor(Vector256<double> lhs, Vector256<double> rhs)                                          | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 f8 3b 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
35        | 7ff7c85bb5d0h   | 39      | hex://intrinsics/dinxfp?vxor#vxor_(v128x32f~in,v128x32f~in)                                                   | Vector128<float> vxor(in Vector128<float> x, in Vector128<float> y)                                           | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
36        | 7ff7c85bb600h   | 39      | hex://intrinsics/dinxfp?vxor#vxor_(v128x64f~in,v128x64f~in)                                                   | Vector128<double> vxor(in Vector128<double> x, in Vector128<double> y)                                        | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 57 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
37        | 7ff7c85bb630h   | 135     | hex://intrinsics/dinxfp?vxor#vxor_(v256x32f~in,v256x32f~in)                                                   | Vector256<float> vxor(in Vector256<float> x, in Vector256<float> y)                                           | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 3d 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 58 3d 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 56 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
38        | 7ff7c85bb660h   | 87      | hex://intrinsics/dinxfp?vxor#vxor_(v256x64f~in,v256x64f~in)                                                   | Vector256<double> vxor(in Vector256<double> x, in Vector256<double> y)                                        | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 57 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 58 3d 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 56 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
39        | 7ff7c85bb690h   | 39      | hex://intrinsics/dinxfp?vor#vor_(v128x32f,v128x32f)                                                           | Vector128<float> vor(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 78 56 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
40        | 7ff7c85bb6c0h   | 39      | hex://intrinsics/dinxfp?vor#vor_(v128x64f,v128x64f)                                                           | Vector128<double> vor(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 56 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
41        | 7ff7c85bb6f0h   | 147     | hex://intrinsics/dinxfp?vor#vor_(v256x32f,v256x32f)                                                           | Vector256<float> vor(Vector256<float> x, Vector256<float> y)                                                  | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7c 56 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 60 3e 8a c8 f7 7f 00 00 c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 56 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 b8 3e 8a c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 c2 c8 00 c5 f8 57 c1 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
42        | 7ff7c85bb720h   | 99      | hex://intrinsics/dinxfp?vor#vor_(v256x64f,v256x64f)                                                           | Vector256<double> vor(Vector256<double> x, Vector256<double> y)                                               | c5 f8 77 66 90 c5 fd 10 02 c4 c1 7d 56 00 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 b8 3e 8a c8 f7 7f 00 00 c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 c2 c8 00 c5 f8 57 c1 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
43        | 7ff7c85bb750h   | 51      | hex://intrinsics/dinxfp?vxornot#vxornot_(v128x32f,v128x32f)                                                   | Vector128<float> vxornot(Vector128<float> x, Vector128<float> y)                                              | c5 f8 77 66 90 c4 c1 79 10 00 c5 f8 c2 c8 00 c5 f8 57 c1 c5 f8 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
44        | 7ff7c85bb790h   | 51      | hex://intrinsics/dinxfp?vxornot#vxornot_(v128x64f,v128x64f)                                                   | Vector128<double> vxornot(Vector128<double> x, Vector128<double> y)                                           | c5 f8 77 66 90 c4 c1 79 10 00 c5 f9 c2 c8 00 c5 f9 57 c1 c5 f9 57 02 c5 f9 11 01 48 8b c1 c3 cc cc cc cc 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
45        | 7ff7c85bb7d0h   | 55      | hex://intrinsics/dinxfp?vxornot#vxornot_(v256x32f,v256x32f)                                                   | Vector256<float> vxornot(Vector256<float> x, Vector256<float> y)                                              | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fc c2 c8 00 c5 fc 57 c1 c5 fc 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
46        | 7ff7c85bb810h   | 55      | hex://intrinsics/dinxfp?vxornot#vxornot_(v256x64f,v256x64f)                                                   | Vector256<double> vxornot(Vector256<double> x, Vector256<double> y)                                           | c5 f8 77 66 90 c4 c1 7d 10 00 c5 fd c2 c8 00 c5 fd 57 c1 c5 fd 57 02 c5 fd 11 01 48 8b c1 c5 f8 77 c3 cc cc cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
