Sequence  | Address         | Length  | Uri                                                                                                           | OpSig                                                                                                         | Data
10        | 7ff7c83b5620h   | 35      | hex://intrinsics/dinxsfp?to64i#to64i_(64f)                                                                    | long to64i(double x)                                                                                          | c5 f8 77 66 90 c5 fb 11 44 24 08 c4 e1 fb 2d 44 24 08 c3 cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
11        | 7ff7c83b5650h   | 39      | hex://intrinsics/dinxsfp?add#add_(v128x32f,v128x32f)                                                          | Vector128<float> add(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 58 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
12        | 7ff7c83b5680h   | 39      | hex://intrinsics/dinxsfp?add#add_(v128x64f,v128x64f)                                                          | Vector128<double> add(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 58 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
13        | 7ff7c83b56b0h   | 39      | hex://intrinsics/dinxsfp?mul#mul_(v128x32f,v128x32f)                                                          | Vector128<float> mul(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 59 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
14        | 7ff7c83b56e0h   | 39      | hex://intrinsics/dinxsfp?mul#mul_(v128x64f,v128x64f)                                                          | Vector128<double> mul(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 59 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
15        | 7ff7c83b5710h   | 327     | hex://intrinsics/dinxsfp?fmadd#fmadd_(v128x32f,v128x32f,v128x32f)                                             | Vector128<float> fmadd(Vector128<float> x, Vector128<float> y, Vector128<float> z)                            | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 a9 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 80 f8 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 a9 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 f8 f8 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 70 f9 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 e8 f9 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 60 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 d8 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
16        | 7ff7c83b5740h   | 279     | hex://intrinsics/dinxsfp?fmadd#fmadd_(v128x64f,v128x64f,v128x64f)                                             | Vector128<double> fmadd(Vector128<double> x, Vector128<double> y, Vector128<double> z)                        | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 a9 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 f8 f8 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 70 f9 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 e8 f9 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 60 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 d8 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
17        | 7ff7c83b5770h   | 231     | hex://intrinsics/dinxsfp?fmsub#fmsub_(v128x32f,v128x32f,v128x32f)                                             | Vector128<float> fmsub(Vector128<float> x, Vector128<float> y, Vector128<float> z)                            | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 70 f9 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 e8 f9 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 60 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 d8 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
18        | 7ff7c83b57a0h   | 183     | hex://intrinsics/dinxsfp?fmsub#fmsub_(v128x64f,v128x64f,v128x64f)                                             | Vector128<double> fmsub(Vector128<double> x, Vector128<double> y, Vector128<double> z)                        | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ab 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 e8 f9 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 60 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 d8 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
19        | 7ff7c83b57d0h   | 135     | hex://intrinsics/dinxsfp?fnmadd#fnmadd_(v128x32f,v128x32f,v128x32f)                                           | Vector128<float> fnmadd(Vector128<float> x, Vector128<float> y, Vector128<float> z)                           | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 71 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 60 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 d8 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
20        | 7ff7c83b5800h   | 87      | hex://intrinsics/dinxsfp?fnmadd#fnmadd_(v128x64f,v128x64f,v128x64f)                                           | Vector128<double> fnmadd(Vector128<double> x, Vector128<double> y, Vector128<double> z)                       | c5 f8 77 66 90 c5 f9 10 02 c4 c1 79 10 08 c4 c2 f1 ad 01 c5 f9 11 01 48 8b c1 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 d8 fa 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
21        | 7ff7c83b5830h   | 39      | hex://intrinsics/dinxsfp?div#div_(v128x32f,v128x32f)                                                          | Vector128<float> div(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
22        | 7ff7c83b5860h   | 39      | hex://intrinsics/dinxsfp?div#div_(v128x64f,v128x64f)                                                          | Vector128<double> div(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5e 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
23        | 7ff7c83b5890h   | 39      | hex://intrinsics/dinxsfp?sub#sub_(v128x32f,v128x32f)                                                          | Vector128<float> sub(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5c 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
24        | 7ff7c83b58c0h   | 39      | hex://intrinsics/dinxsfp?sub#sub_(v128x64f,v128x64f)                                                          | Vector128<double> sub(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5c 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
25        | 7ff7c83b58f0h   | 39      | hex://intrinsics/dinxsfp?max#max_(v128x32f,v128x32f)                                                          | Vector128<float> max(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5f 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
26        | 7ff7c83b5920h   | 39      | hex://intrinsics/dinxsfp?max#max_(v128x64f,v128x64f)                                                          | Vector128<double> max(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5f 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
27        | 7ff7c83b5950h   | 39      | hex://intrinsics/dinxsfp?min#min_(v128x32f,v128x32f)                                                          | Vector128<float> min(Vector128<float> x, Vector128<float> y)                                                  | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7a 5d 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
28        | 7ff7c83b5980h   | 39      | hex://intrinsics/dinxsfp?min#min_(v128x64f,v128x64f)                                                          | Vector128<double> min(Vector128<double> x, Vector128<double> y)                                               | c5 f8 77 66 90 c5 f9 10 02 c4 c1 7b 5d 00 c5 f9 11 01 48 8b c1 c3 cc cc 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
29        | 7ff7c83b59b0h   | 231     | hex://intrinsics/dinxsfp?eq#eq_(v128x32f,v128x32f)                                                            | bool eq(Vector128<float> x, Vector128<float> y)                                                               | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2e 02 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 c0 fe 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f9 2e 02 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 28 ff 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 90 ff 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 00 4e c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
30        | 7ff7c83b59e0h   | 183     | hex://intrinsics/dinxsfp?eq#eq_(v128x64f,v128x64f)                                                            | bool eq(Vector128<double> x, Vector128<double> y)                                                             | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2e 02 0f 9b c2 0f 94 c0 22 c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 28 ff 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 90 ff 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 00 4e c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
31        | 7ff7c83b5a10h   | 135     | hex://intrinsics/dinxsfp?neq#neq_(v128x32f,v128x32f)                                                          | bool neq(Vector128<float> x, Vector128<float> y)                                                              | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 90 ff 4c c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 00 4e c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
32        | 7ff7c83b5a40h   | 87      | hex://intrinsics/dinxsfp?neq#neq_(v128x64f,v128x64f)                                                          | bool neq(Vector128<double> x, Vector128<double> y)                                                            | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 9a c2 0f 95 c0 0a c2 0f b6 d0 8b c2 c3 cc cc 00 00 00 19 00 00 00 40 00 00 00 20 00 4e c8 f7 7f 00 00 c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
33        | 7ff7c83b5a70h   | 39      | hex://intrinsics/dinxsfp?gt#gt_(v128x32f,v128x32f)                                                            | bool gt(Vector128<float> x, Vector128<float> y)                                                               | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
34        | 7ff7c83b5aa0h   | 39      | hex://intrinsics/dinxsfp?gt#gt_(v128x64f,v128x64f)                                                            | bool gt(Vector128<double> x, Vector128<double> y)                                                             | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
35        | 7ff7c83b5ad0h   | 39      | hex://intrinsics/dinxsfp?gteq#gteq_(v128x32f,v128x32f)                                                        | bool gteq(Vector128<float> x, Vector128<float> y)                                                             | c5 f8 77 66 90 c5 f9 10 01 c5 f8 2f 02 0f 93 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
36        | 7ff7c83b5b00h   | 39      | hex://intrinsics/dinxsfp?gteq#gteq_(v128x64f,v128x64f)                                                        | bool gteq(Vector128<double> x, Vector128<double> y)                                                           | c5 f8 77 66 90 c5 f9 10 01 c5 f9 2f 02 0f 93 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
37        | 7ff7c83b5b30h   | 67      | hex://intrinsics/dinxsfp?ngt#ngt_(v128x32f,v128x32f)                                                          | bool ngt(Vector128<float> x, Vector128<float> y)                                                              | 50 c5 f8 77 90 c5 f9 10 01 c5 fa c2 02 02 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3 cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
38        | 7ff7c83b5b80h   | 83      | hex://intrinsics/dinxsfp?ngt#ngt_(v128x64f,v128x64f)                                                          | bool ngt(Vector128<double> x, Vector128<double> y)                                                            | 50 c5 f8 77 90 c5 f9 10 01 c5 fb c2 02 02 c5 fb 11 04 24 48 8b 04 24 48 ba ff ff ff ff ff ff ff 7f 48 23 c2 48 ba 00 00 00 00 00 00 f0 7f 48 3b c2 0f 9f c0 0f b6 c0 48 83 c4 08 c3 cc cc cc 00 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
39        | 7ff7c83b5be0h   | 39      | hex://intrinsics/dinxsfp?lt#lt_(v128x32f,v128x32f)                                                            | bool lt(Vector128<float> x, Vector128<float> y)                                                               | c5 f8 77 66 90 c5 f9 10 02 c5 f8 2f 01 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
40        | 7ff7c83b5c10h   | 39      | hex://intrinsics/dinxsfp?lt#lt_(v128x64f,v128x64f)                                                            | bool lt(Vector128<double> x, Vector128<double> y)                                                             | c5 f8 77 66 90 c5 f9 10 02 c5 f9 2f 01 0f 97 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
41        | 7ff7c83b5c40h   | 67      | hex://intrinsics/dinxsfp?nlt#nlt_(v128x32f,v128x32f)                                                          | bool nlt(Vector128<float> x, Vector128<float> y)                                                              | 50 c5 f8 77 90 c5 f9 10 01 c5 fa c2 02 05 c5 fa 11 44 24 04 8b 44 24 04 25 ff ff ff 7f 3d 00 00 80 7f 0f 9f c0 0f b6 c0 48 83 c4 08 c3 cc cc cc 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
42        | 7ff7c83b5c90h   | 83      | hex://intrinsics/dinxsfp?nlt#nlt_(v128x64f,v128x64f)                                                          | bool nlt(Vector128<double> x, Vector128<double> y)                                                            | 50 c5 f8 77 90 c5 f9 10 01 c5 fb c2 02 05 c5 fb 11 04 24 48 8b 04 24 48 ba ff ff ff ff ff ff ff 7f 48 23 c2 48 ba 00 00 00 00 00 00 f0 7f 48 3b c2 0f 9f c0 0f b6 c0 48 83 c4 08 c3 cc cc cc 00 19 01 01 00 01 02 00 00 40 00 00 00 00 00 00 00 00 00 00
43        | 7ff7c83b5cf0h   | 39      | hex://intrinsics/dinxsfp?lteq#lteq_(v128x32f,v128x32f)                                                        | bool lteq(Vector128<float> x, Vector128<float> y)                                                             | c5 f8 77 66 90 c5 f9 10 02 c5 f8 2e 01 0f 93 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
44        | 7ff7c83b5d20h   | 39      | hex://intrinsics/dinxsfp?lteq#lteq_(v128x64f,v128x64f)                                                        | bool lteq(Vector128<double> x, Vector128<double> y)                                                           | c5 f8 77 66 90 c5 f9 10 02 c5 f9 2e 01 0f 93 c0 0f b6 c0 c3 cc cc 00 00 19 00 00 00 40 00 00 00 00 00 00 00 00 00 00
45        | 7ff7c83b5d50h   | 87      | hex://intrinsics/dinxsfp?cmp#cmp_(v128x32f,v128x32f,FpCmpMode~8u)                                             | Vector128<float> cmp(Vector128<float> x, Vector128<float> y, FpCmpMode:byte mode)                             | 56 48 83 ec 40 c5 f8 77 48 8b f1 c5 f9 10 02 c4 c1 79 10 08 48 8b ce c5 f9 29 44 24 30 c5 f9 29 4c 24 20 48 8d 54 24 30 4c 8d 44 24 20 45 0f b6 c9 e8 a2 3f 3a ff 48 8b c6 48 83 c4 40 5e c3 cc cc cc 00 00 19 05 02 00 05 72 01 60 40 00 00 00 00 00 00 00 00 00 00
46        | 7ff7c83b5db0h   | 87      | hex://intrinsics/dinxsfp?cmp#cmp_(v128x64f,v128x64f,FpCmpMode~8u)                                             | Vector128<double> cmp(Vector128<double> x, Vector128<double> y, FpCmpMode:byte mode)                          | 56 48 83 ec 40 c5 f8 77 48 8b f1 c5 f9 10 02 c4 c1 79 10 08 48 8b ce c5 f9 29 44 24 30 c5 f9 29 4c 24 20 48 8d 54 24 30 4c 8d 44 24 20 45 0f b6 c9 e8 3a 3f 3a ff 48 8b c6 48 83 c4 40 5e c3 cc cc cc 00 00 19 05 02 00 05 72 01 60 40 00 00 00 00 00 00 00 00 00 00
